equipo_h,equipo_a,elo_h,elo_a,lambda_h,lambda_a,p_victoria_h,p_empate,p_victoria_a,marcador_mp,prob_mp
DR Congo,Canada,1655,1784,1.137,1.442,29.8,26.2,44.0,1-1,12.44
DR Congo,Cape Verde,1655,1549,1.411,1.161,42.7,26.3,31.0,1-1,12.51
DR Congo,Colombia,1655,1975,0.954,1.718,20.8,23.8,55.2,0-1,11.87
DR Congo,Croatia,1655,1930,0.994,1.649,22.8,24.5,52.5,0-1,11.73
DR Congo,Curaçao,1655,1436,1.566,1.047,49.2,25.3,25.3,1-1,12.02
DR Congo,Czech Republic,1655,1726,1.199,1.367,32.8,26.5,40.6,1-1,12.6
DR Congo,Ecuador,1655,1933,0.991,1.653,22.6,24.5,52.7,0-1,11.74
DR Congo,Egypt,1655,1689,1.241,1.321,34.8,26.6,38.5,1-1,12.65
DR Congo,England,1655,2020,0.915,1.791,18.9,23.0,57.8,0-1,11.96
DR Congo,France,1655,2081,0.865,1.895,16.6,21.8,61.3,0-1,11.99
DR Congo,Germany,1655,1923,1.0,1.638,23.1,24.6,52.1,1-1,11.71
DR Congo,Ghana,1655,1503,1.472,1.113,45.3,26.0,28.6,1-1,12.35
DR Congo,Haiti,1655,1532,1.434,1.143,43.6,26.2,30.1,1-1,12.46
DR Congo,Iran,1655,1760,1.162,1.41,31.0,26.3,42.6,1-1,12.51
DR Congo,Iraq,1655,1607,1.338,1.225,39.3,26.6,34.0,1-1,12.63
DR Congo,Ivory Coast,1655,1676,1.256,1.305,35.5,26.6,37.8,1-1,12.66
DR Congo,Japan,1655,1904,1.018,1.61,23.9,24.9,51.0,1-1,11.84
DR Congo,Jordan,1655,1690,1.24,1.322,34.7,26.6,38.6,1-1,12.65
DR Congo,Mexico,1655,1860,1.06,1.546,26.0,25.4,48.4,1-1,12.1
DR Congo,Morocco,1655,1822,1.098,1.493,27.9,25.8,46.2,1-1,12.29
DR Congo,Netherlands,1655,1961,0.966,1.696,21.4,24.0,54.4,0-1,11.84
DR Congo,New Zealand,1655,1585,1.365,1.2,40.6,26.5,32.8,1-1,12.6
DR Congo,Norway,1655,1912,1.011,1.622,23.6,24.8,51.5,1-1,11.79
DR Congo,Panama,1655,1737,1.187,1.381,32.2,26.4,41.3,1-1,12.57
DR Congo,Paraguay,1655,1833,1.087,1.508,27.3,25.7,46.8,1-1,12.24
DR Congo,Portugal,1655,1984,0.946,1.733,20.4,23.7,55.7,0-1,11.9
DR Congo,Qatar,1655,1425,1.582,1.036,49.9,25.1,24.8,1-1,11.96
DR Congo,Saudi Arabia,1655,1568,1.387,1.182,41.6,26.4,31.9,1-1,12.56
DR Congo,Scotland,1655,1767,1.155,1.419,30.6,26.3,43.0,1-1,12.49
DR Congo,Senegal,1655,1878,1.043,1.572,25.2,25.2,49.5,1-1,12.0
DR Congo,South Africa,1655,1524,1.444,1.135,44.1,26.1,29.7,1-1,12.43
DR Congo,South Korea,1655,1752,1.171,1.4,31.4,26.4,42.1,1-1,12.54
DR Congo,Spain,1655,2165,0.801,2.047,13.6,20.0,65.9,0-2,12.15
DR Congo,Sweden,1655,1719,1.207,1.358,33.2,26.5,40.2,1-1,12.61
DR Congo,Switzerland,1655,1889,1.032,1.588,24.6,25.1,50.1,1-1,11.93
DR Congo,Tunisia,1655,1636,1.303,1.258,37.7,26.6,35.6,1-1,12.66
DR Congo,Turkey,1655,1902,1.02,1.607,24.0,24.9,50.9,1-1,11.85
DR Congo,United States,1655,1721,1.205,1.36,33.1,26.5,40.4,1-1,12.6
DR Congo,Uruguay,1655,1892,1.029,1.592,24.5,25.1,50.3,1-1,11.91
DR Congo,Uzbekistan,1655,1727,1.198,1.368,32.7,26.5,40.7,1-1,12.59
Ecuador,Algeria,1933,1743,1.525,1.075,47.5,25.6,26.7,1-1,12.18
Ecuador,Argentina,1933,2113,1.085,1.511,27.2,25.7,47.0,1-1,12.23
Ecuador,Australia,1933,1783,1.47,1.115,45.2,26.0,28.7,1-1,12.36
Ecuador,Austria,1933,1827,1.411,1.161,42.7,26.3,31.0,1-1,12.51
Ecuador,Belgium,1933,1867,1.36,1.205,40.4,26.5,33.1,1-1,12.6
Ecuador,Bosnia and Herzegovina,1933,1594,1.749,0.937,56.3,23.5,20.0,1-0,11.92
Ecuador,Brazil,1933,1984,1.222,1.342,33.9,26.6,39.5,1-1,12.63
Ecuador,Canada,1933,1784,1.468,1.116,45.1,26.0,28.8,1-1,12.36
Ecuador,Cape Verde,1933,1549,1.823,0.899,58.9,22.7,18.2,1-0,11.98
Ecuador,Colombia,1933,1975,1.232,1.331,34.3,26.6,39.0,1-1,12.64
Ecuador,Croatia,1933,1930,1.284,1.277,36.8,26.6,36.5,1-1,12.66
Ecuador,Curaçao,1933,1436,2.022,0.81,65.2,20.3,14.1,2-0,12.03
Ecuador,Czech Republic,1933,1726,1.549,1.058,48.5,25.4,25.9,1-1,12.09
Ecuador,DR Congo,1933,1655,1.653,0.991,52.7,24.5,22.6,1-0,11.74
Ecuador,Egypt,1933,1689,1.602,1.023,50.7,25.0,24.2,1-1,11.87
Ecuador,England,1933,2020,1.182,1.387,31.9,26.4,41.6,1-1,12.56
Ecuador,France,1933,2081,1.117,1.467,28.8,26.0,45.1,1-1,12.37
Ecuador,Germany,1933,1923,1.292,1.269,37.2,26.6,36.1,1-1,12.66
Ecuador,Ghana,1933,1503,1.902,0.862,61.5,21.7,16.4,1-0,11.99
Ecuador,Haiti,1933,1532,1.851,0.885,59.8,22.3,17.5,1-0,11.99
Ecuador,Iran,1933,1760,1.501,1.092,46.5,25.8,27.6,1-1,12.26
Ecuador,Iraq,1933,1607,1.728,0.949,55.5,23.7,20.6,1-0,11.89
Ecuador,Ivory Coast,1933,1676,1.622,1.011,51.5,24.8,23.6,1-1,11.79
Ecuador,Japan,1933,1904,1.315,1.247,38.3,26.6,35.1,1-1,12.65
Ecuador,Jordan,1933,1690,1.601,1.024,50.7,25.0,24.2,1-1,11.88
Ecuador,Mexico,1933,1860,1.369,1.197,40.8,26.5,32.7,1-1,12.59
Ecuador,Morocco,1933,1822,1.418,1.156,42.9,26.3,30.7,1-1,12.5
Ecuador,Netherlands,1933,1961,1.248,1.314,35.1,26.6,38.2,1-1,12.65
Ecuador,New Zealand,1933,1585,1.763,0.929,56.8,23.3,19.6,1-0,11.94
Ecuador,Norway,1933,1912,1.305,1.256,37.8,26.6,35.5,1-1,12.66
Ecuador,Panama,1933,1737,1.533,1.069,47.9,25.5,26.4,1-1,12.15
Ecuador,Paraguay,1933,1833,1.404,1.168,42.3,26.3,31.3,1-1,12.53
Ecuador,Portugal,1933,1984,1.222,1.342,33.9,26.6,39.5,1-1,12.63
Ecuador,Qatar,1933,1425,2.043,0.802,65.7,20.0,13.7,2-0,12.13
Ecuador,Saudi Arabia,1933,1568,1.791,0.915,57.8,23.0,18.9,1-0,11.96
Ecuador,Scotland,1933,1767,1.491,1.099,46.1,25.8,27.9,1-1,12.29
Ecuador,Senegal,1933,1878,1.347,1.217,39.7,26.5,33.6,1-1,12.62
Ecuador,South Africa,1933,1524,1.865,0.879,60.3,22.2,17.2,1-0,12.0
Ecuador,South Korea,1933,1752,1.512,1.084,47.0,25.7,27.2,1-1,12.22
Ecuador,Spain,1933,2165,1.034,1.585,24.7,25.1,50.0,1-1,11.94
Ecuador,Sweden,1933,1719,1.559,1.051,49.0,25.3,25.6,1-1,12.05
Ecuador,Switzerland,1933,1889,1.333,1.229,39.1,26.6,34.2,1-1,12.64
Ecuador,Tunisia,1933,1636,1.683,0.974,53.8,24.2,21.8,1-0,11.81
Ecuador,Turkey,1933,1902,1.317,1.244,38.4,26.6,34.9,1-1,12.65
Ecuador,United States,1933,1721,1.556,1.053,48.8,25.4,25.7,1-1,12.06
Ecuador,Uruguay,1933,1892,1.329,1.233,38.9,26.6,34.4,1-1,12.64
Ecuador,Uzbekistan,1933,1727,1.547,1.059,48.5,25.4,26.0,1-1,12.09
Egypt,Algeria,1689,1743,1.218,1.345,33.7,26.5,39.7,1-1,12.62
Egypt,Argentina,1689,2113,0.867,1.891,16.7,21.9,61.1,0-1,12.0
Egypt,Australia,1689,1783,1.174,1.396,31.6,26.4,42.0,1-1,12.54
Egypt,Austria,1689,1827,1.128,1.454,29.3,26.1,44.5,1-1,12.41
Egypt,Belgium,1689,1867,1.087,1.508,27.3,25.7,46.8,1-1,12.24
Egypt,Bosnia and Herzegovina,1689,1594,1.397,1.173,42.0,26.4,31.5,1-1,12.54
Egypt,Brazil,1689,1984,0.976,1.679,21.9,24.2,53.7,0-1,11.8
Egypt,Canada,1689,1784,1.173,1.397,31.5,26.4,42.0,1-1,12.54
Egypt,Cape Verde,1689,1549,1.456,1.126,44.6,26.1,29.2,1-1,12.4
Egypt,Colombia,1689,1975,0.984,1.666,22.3,24.4,53.2,0-1,11.77
Egypt,Croatia,1689,1930,1.026,1.598,24.3,25.0,50.5,1-1,11.89
Egypt,Curaçao,1689,1436,1.616,1.014,51.2,24.8,23.8,1-1,11.81
Egypt,Czech Republic,1689,1726,1.237,1.325,34.6,26.6,38.7,1-1,12.65
Egypt,DR Congo,1689,1655,1.321,1.241,38.5,26.6,34.8,1-1,12.65
Egypt,Ecuador,1689,1933,1.023,1.602,24.2,25.0,50.7,1-1,11.87
Egypt,England,1689,2020,0.944,1.736,20.3,23.6,55.8,0-1,11.9
Egypt,France,1689,2081,0.893,1.836,17.9,22.5,59.3,0-1,11.99
Egypt,Germany,1689,1923,1.032,1.588,24.6,25.1,50.1,1-1,11.93
Egypt,Ghana,1689,1503,1.519,1.079,47.3,25.6,26.9,1-1,12.2
Egypt,Haiti,1689,1532,1.479,1.108,45.6,25.9,28.4,1-1,12.33
Egypt,Iran,1689,1760,1.199,1.367,32.8,26.5,40.6,1-1,12.6
Egypt,Iraq,1689,1607,1.381,1.187,41.3,26.4,32.2,1-1,12.57
Egypt,Ivory Coast,1689,1676,1.296,1.265,37.4,26.6,35.9,1-1,12.66
Egypt,Japan,1689,1904,1.05,1.56,25.5,25.3,49.0,1-1,12.04
Egypt,Jordan,1689,1690,1.279,1.281,36.6,26.6,36.7,1-1,12.66
Egypt,Mexico,1689,1860,1.094,1.498,27.7,25.8,46.4,1-1,12.27
Egypt,Morocco,1689,1822,1.133,1.447,29.6,26.1,44.2,1-1,12.42
Egypt,Netherlands,1689,1961,0.997,1.644,22.9,24.6,52.4,0-1,11.72
Egypt,New Zealand,1689,1585,1.409,1.163,42.5,26.3,31.1,1-1,12.52
Egypt,Norway,1689,1912,1.043,1.572,25.2,25.2,49.5,1-1,12.0
Egypt,Panama,1689,1737,1.225,1.338,34.0,26.6,39.3,1-1,12.63
Egypt,Paraguay,1689,1833,1.121,1.462,29.0,26.0,44.9,1-1,12.38
Egypt,Portugal,1689,1984,0.976,1.679,21.9,24.2,53.7,0-1,11.8
Egypt,Qatar,1689,1425,1.632,1.004,51.9,24.7,23.3,1-1,11.74
Egypt,Saudi Arabia,1689,1568,1.431,1.145,43.5,26.2,30.2,1-1,12.46
Egypt,Scotland,1689,1767,1.192,1.375,32.4,26.5,41.0,1-1,12.58
Egypt,Senegal,1689,1878,1.076,1.523,26.8,25.6,47.5,1-1,12.18
Egypt,South Africa,1689,1524,1.49,1.1,46.1,25.9,28.0,1-1,12.3
Egypt,South Korea,1689,1752,1.208,1.357,33.2,26.5,40.2,1-1,12.61
Egypt,Spain,1689,2165,0.826,1.984,14.8,20.7,64.0,0-1,11.94
Egypt,Sweden,1689,1719,1.245,1.316,35.0,26.6,38.3,1-1,12.65
Egypt,Switzerland,1689,1889,1.065,1.539,26.3,25.5,48.1,1-1,12.13
Egypt,Tunisia,1689,1636,1.344,1.219,39.6,26.5,33.8,1-1,12.63
Egypt,Turkey,1689,1902,1.052,1.557,25.6,25.3,48.9,1-1,12.05
Egypt,United States,1689,1721,1.243,1.318,34.9,26.6,38.4,1-1,12.65
Egypt,Uruguay,1689,1892,1.062,1.543,26.1,25.5,48.3,1-1,12.11
Egypt,Uzbekistan,1689,1727,1.236,1.326,34.6,26.6,38.8,1-1,12.64
England,Algeria,2020,1743,1.652,0.992,52.7,24.5,22.7,1-0,11.74
England,Argentina,2020,2113,1.175,1.395,31.6,26.4,41.9,1-1,12.55
England,Australia,2020,1783,1.592,1.029,50.3,25.1,24.5,1-1,11.91
England,Austria,2020,1827,1.529,1.072,47.7,25.6,26.6,1-1,12.16
England,Belgium,2020,1867,1.474,1.112,45.4,26.0,28.6,1-1,12.35
England,Bosnia and Herzegovina,2020,1594,1.895,0.865,61.3,21.8,16.6,1-0,11.99
England,Brazil,2020,1984,1.323,1.239,38.7,26.6,34.7,1-1,12.65
England,Canada,2020,1784,1.591,1.03,50.2,25.1,24.6,1-1,11.92
England,Cape Verde,2020,1549,1.975,0.83,63.7,20.9,15.0,1-0,11.95
England,Colombia,2020,1975,1.334,1.228,39.2,26.6,34.2,1-1,12.64
England,Croatia,2020,1930,1.391,1.179,41.7,26.4,31.8,1-1,12.55
England,Curaçao,2020,1436,2.191,0.748,69.7,18.2,11.4,2-0,12.7
England,Czech Republic,2020,1726,1.678,0.977,53.7,24.2,21.9,1-0,11.8
England,DR Congo,2020,1655,1.791,0.915,57.8,23.0,18.9,1-0,11.96
England,Ecuador,2020,1933,1.387,1.182,41.6,26.4,31.9,1-1,12.56
England,Egypt,2020,1689,1.736,0.944,55.8,23.6,20.3,1-0,11.9
England,France,2020,2081,1.21,1.354,33.3,26.5,40.1,1-1,12.61
England,Germany,2020,1923,1.4,1.171,42.1,26.4,31.4,1-1,12.54
England,Ghana,2020,1503,2.06,0.796,66.2,19.8,13.4,2-0,12.2
England,Haiti,2020,1532,2.006,0.817,64.7,20.5,14.4,2-0,11.95
England,Iran,2020,1760,1.626,1.008,51.7,24.7,23.4,1-1,11.77
England,Iraq,2020,1607,1.872,0.876,60.5,22.1,17.1,1-0,12.0
England,Ivory Coast,2020,1676,1.757,0.933,56.6,23.4,19.8,1-0,11.93
England,Japan,2020,1904,1.424,1.151,43.2,26.2,30.4,1-1,12.48
England,Jordan,2020,1690,1.734,0.945,55.8,23.6,20.4,1-0,11.9
England,Mexico,2020,1860,1.483,1.105,45.8,25.9,28.2,1-1,12.32
England,Morocco,2020,1822,1.536,1.067,48.0,25.5,26.3,1-1,12.14
England,Netherlands,2020,1961,1.352,1.213,40.0,26.5,33.4,1-1,12.62
England,New Zealand,2020,1585,1.91,0.858,61.8,21.6,16.3,1-0,11.99
England,Norway,2020,1912,1.414,1.159,42.8,26.3,30.9,1-1,12.51
England,Panama,2020,1737,1.661,0.987,53.0,24.4,22.4,1-0,11.76
England,Paraguay,2020,1833,1.521,1.078,47.4,25.6,26.9,1-1,12.19
England,Portugal,2020,1984,1.323,1.239,38.7,26.6,34.7,1-1,12.65
England,Qatar,2020,1425,2.213,0.741,70.2,18.0,11.0,2-0,12.77
England,Saudi Arabia,2020,1568,1.94,0.845,62.7,21.3,15.6,1-0,11.98
England,Scotland,2020,1767,1.616,1.014,51.2,24.8,23.8,1-1,11.81
England,Senegal,2020,1878,1.459,1.123,44.7,26.1,29.1,1-1,12.39
England,South Africa,2020,1524,2.021,0.811,65.1,20.3,14.1,2-0,12.03
England,South Korea,2020,1752,1.638,1.0,52.1,24.6,23.1,1-1,11.71
England,Spain,2020,2165,1.12,1.463,29.0,26.0,44.9,1-1,12.38
England,Sweden,2020,1719,1.689,0.971,54.1,24.1,21.6,1-0,11.82
England,Switzerland,2020,1889,1.444,1.135,44.1,26.1,29.7,1-1,12.43
England,Tunisia,2020,1636,1.823,0.899,58.9,22.7,18.2,1-0,11.98
England,Turkey,2020,1902,1.427,1.149,43.3,26.2,30.3,1-1,12.47
England,United States,2020,1721,1.686,0.972,53.9,24.2,21.7,1-0,11.81
England,Uruguay,2020,1892,1.44,1.138,43.9,26.2,29.8,1-1,12.44
England,Uzbekistan,2020,1727,1.676,0.978,53.6,24.2,22.0,1-0,11.8
France,Algeria,2081,1743,1.747,0.938,56.2,23.5,20.1,1-0,11.92
France,Argentina,2081,2113,1.243,1.318,34.9,26.6,38.4,1-1,12.65
France,Australia,2081,1783,1.684,0.973,53.9,24.2,21.8,1-0,11.81
France,Austria,2081,1827,1.617,1.013,51.3,24.8,23.7,1-1,11.81
France,Belgium,2081,1867,1.559,1.051,49.0,25.3,25.6,1-1,12.05
France,Bosnia and Herzegovina,2081,1594,2.004,0.818,64.6,20.5,14.4,2-0,11.95
France,Brazil,2081,1984,1.4,1.171,42.1,26.4,31.4,1-1,12.54
France,Canada,2081,1784,1.683,0.974,53.8,24.2,21.8,1-0,11.81
France,Cape Verde,2081,1549,2.089,0.785,67.0,19.5,12.9,2-0,12.33
France,Colombia,2081,1975,1.411,1.161,42.7,26.3,31.0,1-1,12.51
France,Croatia,2081,1930,1.471,1.114,45.3,26.0,28.7,1-1,12.35
France,Curaçao,2081,1436,2.317,0.707,72.6,16.7,9.7,2-0,13.04
France,Czech Republic,2081,1726,1.775,0.924,57.2,23.2,19.4,1-0,11.95
France,DR Congo,2081,1655,1.895,0.865,61.3,21.8,16.6,1-0,11.99
France,Ecuador,2081,1933,1.467,1.117,45.1,26.0,28.8,1-1,12.37
France,Egypt,2081,1689,1.836,0.893,59.3,22.5,17.9,1-0,11.99
France,England,2081,2020,1.354,1.21,40.1,26.5,33.3,1-1,12.61
France,Germany,2081,1923,1.481,1.107,45.7,25.9,28.3,1-1,12.33
France,Ghana,2081,1503,2.179,0.752,69.4,18.4,11.5,2-0,12.66
France,Haiti,2081,1532,2.122,0.773,67.9,19.1,12.4,2-0,12.46
France,Iran,2081,1760,1.72,0.953,55.2,23.8,20.8,1-0,11.88
France,Iraq,2081,1607,1.98,0.828,63.9,20.8,14.9,1-0,11.95
France,Ivory Coast,2081,1676,1.858,0.882,60.1,22.2,17.4,1-0,12.0
France,Japan,2081,1904,1.507,1.088,46.8,25.7,27.4,1-1,12.24
France,Jordan,2081,1690,1.834,0.893,59.3,22.5,17.9,1-0,11.99
France,Mexico,2081,1860,1.569,1.045,49.4,25.3,25.3,1-1,12.01
France,Morocco,2081,1822,1.625,1.009,51.6,24.8,23.5,1-1,11.77
France,Netherlands,2081,1961,1.43,1.146,43.5,26.2,30.2,1-1,12.47
France,New Zealand,2081,1585,2.021,0.811,65.1,20.3,14.1,2-0,12.03
France,Norway,2081,1912,1.496,1.096,46.3,25.8,27.8,1-1,12.28
France,Panama,2081,1737,1.757,0.933,56.6,23.4,19.8,1-0,11.93
France,Paraguay,2081,1833,1.608,1.019,51.0,24.9,24.0,1-1,11.84
France,Portugal,2081,1984,1.4,1.171,42.1,26.4,31.4,1-1,12.54
France,Qatar,2081,1425,2.341,0.7,73.1,16.5,9.4,2-0,13.09
France,Saudi Arabia,2081,1568,2.052,0.799,66.0,19.9,13.5,2-0,12.17
France,Scotland,2081,1767,1.709,0.959,54.8,23.9,21.1,1-0,11.86
France,Senegal,2081,1878,1.543,1.062,48.3,25.5,26.1,1-1,12.11
France,South Africa,2081,1524,2.137,0.767,68.3,18.9,12.2,2-0,12.51
France,South Korea,2081,1752,1.733,0.946,55.7,23.7,20.4,1-0,11.9
France,Spain,2081,2165,1.185,1.383,32.1,26.4,41.4,1-1,12.57
France,Sweden,2081,1719,1.786,0.918,57.6,23.1,19.1,1-0,11.96
France,Switzerland,2081,1889,1.528,1.073,47.7,25.6,26.6,1-1,12.17
France,Tunisia,2081,1636,1.928,0.85,62.3,21.4,15.9,1-0,11.98
France,Turkey,2081,1902,1.509,1.086,46.9,25.7,27.3,1-1,12.23
France,United States,2081,1721,1.783,0.919,57.5,23.1,19.2,1-0,11.96
France,Uruguay,2081,1892,1.523,1.076,47.5,25.6,26.8,1-1,12.18
France,Uzbekistan,2081,1727,1.773,0.924,57.1,23.2,19.4,1-0,11.95
Germany,Algeria,1923,1743,1.511,1.085,47.0,25.7,27.2,1-1,12.23
Germany,Argentina,1923,2113,1.075,1.525,26.7,25.6,47.5,1-1,12.18
Germany,Australia,1923,1783,1.456,1.126,44.6,26.1,29.2,1-1,12.4
Germany,Austria,1923,1827,1.398,1.172,42.1,26.4,31.5,1-1,12.54
Germany,Belgium,1923,1867,1.348,1.216,39.8,26.5,33.6,1-1,12.62
Germany,Bosnia and Herzegovina,1923,1594,1.733,0.946,55.7,23.7,20.4,1-0,11.9
Germany,Brazil,1923,1984,1.21,1.354,33.3,26.5,40.1,1-1,12.61
Germany,Canada,1923,1784,1.455,1.127,44.6,26.1,29.3,1-1,12.4
Germany,Cape Verde,1923,1549,1.806,0.908,58.3,22.8,18.6,1-0,11.97
Germany,Colombia,1923,1975,1.22,1.343,33.8,26.6,39.6,1-1,12.63
Germany,Croatia,1923,1930,1.272,1.289,36.3,26.6,37.0,1-1,12.66
Germany,Curaçao,1923,1436,2.004,0.818,64.6,20.5,14.4,2-0,11.95
Germany,Czech Republic,1923,1726,1.535,1.068,48.0,25.5,26.4,1-1,12.14
Germany,DR Congo,1923,1655,1.638,1.0,52.1,24.6,23.1,1-1,11.71
Germany,Ecuador,1923,1933,1.269,1.292,36.1,26.6,37.2,1-1,12.66
Germany,Egypt,1923,1689,1.588,1.032,50.1,25.1,24.6,1-1,11.93
Germany,England,1923,2020,1.171,1.4,31.4,26.4,42.1,1-1,12.54
Germany,France,1923,2081,1.107,1.481,28.3,25.9,45.7,1-1,12.33
Germany,Ghana,1923,1503,1.884,0.87,60.9,21.9,16.8,1-0,12.0
Germany,Haiti,1923,1532,1.834,0.893,59.3,22.5,17.9,1-0,11.99
Germany,Iran,1923,1760,1.487,1.102,46.0,25.9,28.1,1-1,12.3
Germany,Iraq,1923,1607,1.712,0.957,54.9,23.9,21.0,1-0,11.86
Germany,Ivory Coast,1923,1676,1.607,1.02,50.9,24.9,24.0,1-1,11.85
Germany,Japan,1923,1904,1.303,1.258,37.7,26.6,35.6,1-1,12.66
Germany,Jordan,1923,1690,1.586,1.033,50.1,25.1,24.7,1-1,11.94
Germany,Mexico,1923,1860,1.357,1.208,40.2,26.5,33.2,1-1,12.61
Germany,Morocco,1923,1822,1.405,1.167,42.4,26.3,31.2,1-1,12.52
Germany,Netherlands,1923,1961,1.236,1.326,34.6,26.6,38.8,1-1,12.64
Germany,New Zealand,1923,1585,1.747,0.938,56.2,23.5,20.1,1-0,11.92
Germany,Norway,1923,1912,1.293,1.267,37.3,26.6,36.0,1-1,12.66
Germany,Panama,1923,1737,1.519,1.079,47.3,25.6,26.9,1-1,12.2
Germany,Paraguay,1923,1833,1.391,1.179,41.7,26.4,31.8,1-1,12.55
Germany,Portugal,1923,1984,1.21,1.354,33.3,26.5,40.1,1-1,12.61
Germany,Qatar,1923,1425,2.024,0.81,65.2,20.3,14.0,2-0,12.04
Germany,Saudi Arabia,1923,1568,1.775,0.924,57.2,23.2,19.4,1-0,11.95
Germany,Scotland,1923,1767,1.478,1.109,45.6,25.9,28.4,1-1,12.33
Germany,Senegal,1923,1878,1.334,1.228,39.2,26.6,34.2,1-1,12.64
Germany,South Africa,1923,1524,1.848,0.887,59.7,22.4,17.6,1-0,11.99
Germany,South Korea,1923,1752,1.498,1.094,46.4,25.8,27.7,1-1,12.27
Germany,Spain,1923,2165,1.025,1.599,24.3,25.0,50.6,1-1,11.88
Germany,Sweden,1923,1719,1.545,1.061,48.4,25.5,26.1,1-1,12.1
Germany,Switzerland,1923,1889,1.321,1.241,38.5,26.6,34.8,1-1,12.65
Germany,Tunisia,1923,1636,1.667,0.983,53.2,24.3,22.2,1-0,11.78
Germany,Turkey,1923,1902,1.305,1.256,37.8,26.6,35.5,1-1,12.66
Germany,United States,1923,1721,1.542,1.063,48.2,25.5,26.2,1-1,12.11
Germany,Uruguay,1923,1892,1.317,1.244,38.4,26.6,34.9,1-1,12.65
Germany,Uzbekistan,1923,1727,1.533,1.069,47.9,25.5,26.4,1-1,12.15
Ghana,Algeria,1503,1743,1.027,1.597,24.4,25.0,50.5,1-1,11.89
Ghana,Argentina,1503,2113,0.73,2.244,10.6,17.6,71.0,0-2,12.86
Ghana,Australia,1503,1783,0.99,1.656,22.5,24.4,52.8,0-1,11.75
Ghana,Austria,1503,1827,0.95,1.725,20.6,23.7,55.4,0-1,11.88
Ghana,Belgium,1503,1867,0.916,1.789,19.0,23.0,57.7,0-1,11.96
Ghana,Bosnia and Herzegovina,1503,1594,1.177,1.392,31.7,26.4,41.8,1-1,12.55
Ghana,Brazil,1503,1984,0.822,1.993,14.6,20.6,64.3,0-1,11.93
Ghana,Canada,1503,1784,0.989,1.658,22.5,24.4,52.9,0-1,11.75
Ghana,Cape Verde,1503,1549,1.227,1.336,34.1,26.6,39.2,1-1,12.64
Ghana,Colombia,1503,1975,0.829,1.976,14.9,20.8,63.8,0-1,11.95
Ghana,Croatia,1503,1930,0.864,1.896,16.5,21.8,61.3,0-1,11.99
Ghana,Curaçao,1503,1436,1.362,1.204,40.4,26.5,33.0,1-1,12.6
Ghana,Czech Republic,1503,1726,1.043,1.572,25.2,25.2,49.5,1-1,12.0
Ghana,DR Congo,1503,1655,1.113,1.472,28.6,26.0,45.3,1-1,12.35
Ghana,Ecuador,1503,1933,0.862,1.902,16.4,21.7,61.5,0-1,11.99
Ghana,Egypt,1503,1689,1.079,1.519,26.9,25.6,47.3,1-1,12.2
Ghana,England,1503,2020,0.796,2.06,13.4,19.8,66.2,0-2,12.2
Ghana,France,1503,2081,0.752,2.179,11.5,18.4,69.4,0-2,12.66
Ghana,Germany,1503,1923,0.87,1.884,16.8,21.9,60.9,0-1,12.0
Ghana,Haiti,1503,1532,1.247,1.315,35.1,26.6,38.3,1-1,12.65
Ghana,Iran,1503,1760,1.011,1.622,23.6,24.8,51.5,1-1,11.79
Ghana,Iraq,1503,1607,1.163,1.409,31.1,26.3,42.5,1-1,12.52
Ghana,Ivory Coast,1503,1676,1.092,1.501,27.6,25.8,46.5,1-1,12.26
Ghana,Japan,1503,1904,0.885,1.851,17.5,22.3,59.8,0-1,11.99
Ghana,Jordan,1503,1690,1.078,1.521,26.9,25.6,47.4,1-1,12.19
Ghana,Mexico,1503,1860,0.922,1.778,19.3,23.2,57.3,0-1,11.95
Ghana,Morocco,1503,1822,0.955,1.717,20.9,23.8,55.1,0-1,11.87
Ghana,Netherlands,1503,1961,0.84,1.951,15.4,21.1,63.0,0-1,11.97
Ghana,New Zealand,1503,1585,1.187,1.381,32.2,26.4,41.3,1-1,12.57
Ghana,Norway,1503,1912,0.879,1.865,17.2,22.2,60.3,0-1,12.0
Ghana,Panama,1503,1737,1.032,1.588,24.6,25.1,50.1,1-1,11.93
Ghana,Paraguay,1503,1833,0.945,1.734,20.4,23.6,55.8,0-1,11.9
Ghana,Portugal,1503,1984,0.822,1.993,14.6,20.6,64.3,0-1,11.93
Ghana,Qatar,1503,1425,1.375,1.192,41.0,26.5,32.4,1-1,12.58
Ghana,Saudi Arabia,1503,1568,1.206,1.359,33.1,26.5,40.3,1-1,12.61
Ghana,Scotland,1503,1767,1.004,1.632,23.3,24.7,51.9,1-1,11.74
Ghana,Senegal,1503,1878,0.907,1.808,18.5,22.8,58.4,0-1,11.98
Ghana,South Africa,1503,1524,1.256,1.305,35.5,26.6,37.8,1-1,12.66
Ghana,South Korea,1503,1752,1.018,1.61,23.9,24.9,51.0,1-1,11.84
Ghana,Spain,1503,2165,0.696,2.354,9.2,16.3,73.4,0-2,13.12
Ghana,Sweden,1503,1719,1.05,1.562,25.5,25.3,49.1,1-1,12.04
Ghana,Switzerland,1503,1889,0.898,1.826,18.1,22.6,59.0,0-1,11.99
Ghana,Tunisia,1503,1636,1.133,1.447,29.6,26.1,44.2,1-1,12.42
Ghana,Turkey,1503,1902,0.887,1.848,17.6,22.4,59.7,0-1,11.99
Ghana,United States,1503,1721,1.048,1.565,25.4,25.3,49.2,1-1,12.03
